response_id,treatment_group,Age-Gender Splits: Men 18-24,Age-Gender Splits: Men 25-44,Age-Gender Splits: Men 45-64,Age-Gender Splits: Men 65+,Age-Gender Splits: Women 18-24,Age-Gender Splits: Women 25-44,Age-Gender Splits: Women 45-64,Age-Gender Splits: Women 65+,Age: 18-34,Age: 35-54,Age: 55+,Annual Household Income: $100k-$150k,Annual Household Income: $40k-$100k,Annual Household Income: <$40k,Custom Segments: DC/Northeast Corridor,Custom Segments: Opinion Elites (Broad),Custom Segments: Opinion Elites (Narrow),Customers: Canada Goose,Customers: Carhartt,Customers: Columbia Sportswear,Customers: L.L. Bean,Customers: Lululemon,Customers: None of These,Customers: Patagonia,Customers: The North Face,Education: College,Education: Non-University,Education: Postgrad,Environmentally Conscious Shoppers: Environmentally Conscious Shoppers,Environmentally Conscious Shoppers: Low,Ethnicity: Asian & Pacific Islander,Ethnicity: Black,Ethnicity: Latinx,Ethnicity: Other,Ethnicity: White,Fashion/Fit Shoppers: Fashion/Fit Shoppers,Fashion/Fit Shoppers: Low,Gender: Men,Gender: Women,Job Level: Management or executive position,Job Level: Non-management position,Job Level: Not relevant,Job Level: Self-employed,Job Sector: Government / public sector,Job Sector: Healthcare,Job Sector: Journalism / media / entertainment,Job Sector: Not relevant,Job Sector: Other,"Job Title: CEO, CMO, COO or other C-level executive",Job Title: Director,Job Title: Junior staff,Job Title: Other,Job Title: Project Manager        ,Job Title: Senior Director,Job Title: Senior Vice President,Job Title: Team Manager,Job Title: Vice President,"News Consumption: More than once a day,",News Consumption: Once a day,News Consumption: Rarely,News Consumption: Several times a week,News Consumption: Weekly,Outdoor Activities: I do a lot of outdoor activities,Outdoor Activities: I do some outdoor activities,Outdoor Activities: I don’t do outdoor activities,Urbanization: City,Urbanization: Rural,Urbanization: Suburb,Value Shoppers: Low,Value Shoppers: Value Shoppers,What was the most memorable part of the video you watched?,weight
6536f523337181001e9078c8,Patagonia Archive in Ventura,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,True,True,False,True,False,True,False,False,False,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,The products and memorabilia from the past,1.3283657170910181
6536f52a2dc0af001edee073,Patagonia's Philosopher Vincent Stanley,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,How any can run a business ,0.7616895849779531
6536f52bb82467002482f13e,Patagonia HQ's Café Sous Chef,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,Fresh produce,0.6940318037195022
6536f536d51497001faa129d,Patagonia's Philosopher Vincent Stanley,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,The ideas expressed ,0.8014757286639582
6536f53e966a9b002352b067,Patagonia HQ's Café Sous Chef,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,True,False,True,True,False,True,False,True,False,False,False,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,True,False,The way that she highlighted how different her craft is than the other designers ,1.209243146477644
6536f542f1ad4e001d28ff1b,Patagonia's Forge with Nelle Smith,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,her traveling with her flag ,1.0140812434988602
6536f544966a9b002352b06d,Patagonia HQ's Café Sous Chef,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,Good food prepared nice,2.609216264330297
6536f5452dc0af001edee46f,Patagonia's Forge with Nelle Smith,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,Great story of finding purpose and perfect niche.  Someone who is a normal human who cares about their trade.,1.3648871229395472
6536f545c09c49001c727a32,Patagonia's Forge with Nelle Smith,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False,Shes is a mother for one. Plus she starts at the bottom and worked her way up to managing her own team,1.3283657170910181
6536f549d8eb49002480f491,Patagonia's Quality Control,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,True,True,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,How and why he started the company. ,1.3283657170910181
6536f55198863b001d5d6792,Patagonia's Forge with Nelle Smith,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,True,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,Nothing...I believe this is a biased company trying to restructure it's bad image,1.4495026171684653
6536f5579b596700259d1cb3,Patagonia Archive in Ventura,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,Just seeing the older items,1.265903853352365
6536f55a8557e30024b55e70,Patagonia's Forge with Nelle Smith,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,nothing  i did not care for it,1.2567409663082731
6536f565d51497001faa12a5,Patagonia HQ's Café Sous Chef,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,True,False,False,True,False,True,False,True,False,False,False,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,Foods,1.3648871229395472
6536f565fc3eb100234917e8,Patagonia's Forge with Nelle Smith,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,How the manager gets along with her team It should be like that at a job site ,0.697236769172928
6536f5678cad3a001db83ee3,Patagonia's Philosopher Vincent Stanley,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,True,True,False,False,True,False,False,False,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,"It was cool to see how Patagonia got to start, and that it is a sustainable company with great ethics and great people makes me much more liable to use them in the future",1.3283657170910181
6536f5792dc0af001edee47d,Patagonia Archive in Ventura,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False,True,False,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,About the women’s pasts,0.6832073706067897
6536f57eff62a7001da2db5f,Patagonia HQ's Café Sous Chef,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,The androgynous staff looked happy ,0.697236769172928
6536f5856d0db80023c6a97c,Patagonia's Forge with Nelle Smith,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,The part where she started working and then she became her own manager,0.7616895849779531
6536f587d51497001faa12a8,Patagonia's Forge with Nelle Smith,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,The smiles on the people’s face,1.8347995414360747
6536f58bd51497001faa12ab,Patagonia's Forge with Nelle Smith,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,True,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,the flag,0.6832073706067897
6536f59008d44f001e60f415,Patagonia Archive in Ventura,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,looking at different clothing,0.3917151154626394
6536f592f1ad4e001d28ff1e,Patagonia Archive in Ventura,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,I don’t know. None of it really.,0.8014757286639582
6536f592f1ad4e001d28ff21,Patagonia Archive in Ventura,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,Helping people ,0.4241180820404191
6536f593ac564c001c8c141a,Patagonia HQ's Café Sous Chef,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,Team work of those in the commercial.,1.1602186643929495
6536f5949b596700259d1cbb,Patagonia's Forge with Nelle Smith,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,True,False,False,False,True,True,False,False,True,True,False,False,False,False,False,True,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,The narrator discussing her background and how she came to be the Forge Director. ,0.8613510288834989
6536f59dd29457001ed783f7,Patagonia Archive in Ventura,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,The actions ,1.6449026411897036
6536f5a17e5d19001eacd684,Patagonia's Philosopher Vincent Stanley,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,The story,1.3648871229395472
6536f5a8b82467002482f1bf,Patagonia Archive in Ventura,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,The vibe ,0.697236769172928
6536f5aab82467002482f1c2,Patagonia's Forge with Nelle Smith,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,Her talking about why the brand is special ,1.0367575096148314
6536f5b29b596700259d1cbe,Patagonia's Philosopher Vincent Stanley,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,the part when his job position changed and it’s visible encouraged him and inspired him,0.9939114145520833
6536f5b7a1eabd001d538226,Patagonia HQ's Café Sous Chef,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,True,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,the food,1.209243146477644
6536f5b9ac564c001c8c141d,Patagonia HQ's Café Sous Chef,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,True,False,False,False,False,False,True,False,True,True,True,False,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,The story behind the eatery in Patagonia ,1.0367575096148314
6536f5bca1eabd001d53822e,Patagonia's Philosopher Vincent Stanley,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,True,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,"The most memorable part is making a familiar face and warming spirit walk us through the commercial as if he knew us personally. 
",1.0367575096148314
6536f5c869b30d001dfb882d,Patagonia's Forge with Nelle Smith,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,Helping the team,0.7419405864115574
6536f5d2f1ad4e001d28ff2e,Patagonia HQ's Café Sous Chef,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,Them baking,0.6940318037195022
6536f5dffc3eb100234917fb,Patagonia's Forge with Nelle Smith,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,True,False,True,False,True,True,False,True,False,True,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,Helps you know about the product ,1.2061189546435054
6536f5e1a1eabd001d53823c,Patagonia's Forge with Nelle Smith,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,The fact that she became manager ,2.609216264330297
6536f5ef8557e30024b56058,Patagonia Archive in Ventura,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True,I liked the clothing and the dome of the brands presented. ,0.8201426016294096
6536f5f4b82467002482f1d4,Patagonia's Forge with Nelle Smith,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,True,False,True,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,Tattoos ,0.697236769172928
6536f5f88cad3a001db83eff,Patagonia's Philosopher Vincent Stanley,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,"When he said, “You can run a business without losing your soul” ",0.697236769172928
6536f5f97e5d19001eacd69c,Patagonia HQ's Café Sous Chef,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,True,False,The woman was Sous chef and she said that the job was a funny job.,0.8613510288834989
6536f5fbfc3eb100234917fe,Patagonia HQ's Café Sous Chef,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,The cooks. I like to cook. It made me like it more ,1.792300582423584
6536f5fd8cad3a001db83f07,Patagonia Archive in Ventura,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,View old pics,0.9490289360337499
6536f603c09c49001c727b8d,Patagonia's Philosopher Vincent Stanley,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,All the old pictures,0.8014757286639582
6536f605c09c49001c727b90,Patagonia's Forge with Nelle Smith,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,In my opinion the most memorable part of this survey was when she was standing in the snow. ,1.3283657170910181
6536f60bd8eb49002480f4a4,Patagonia's Philosopher Vincent Stanley,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,True,True,True,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,The people in the video ,0.8613510288834989
6536f614c513ac0023b505f4,Patagonia Archive in Ventura,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,Where it talked about people seeing archive as old dirty boxes which isn’t the same as they see it.,0.9490289360337499
6536f621c513ac0023b50609,Patagonia HQ's Café Sous Chef,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,True,How good the food looked ,0.7305455909063167
6536f6228cad3a001db83f15,Patagonia's Philosopher Vincent Stanley,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,"The part where he randomly go the position of sales manager
",0.7392600166664287
6536f622a1eabd001d538243,Patagonia HQ's Café Sous Chef,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,How they work with smaller farmers and produce companies to help them grow ,1.3648871229395472
6536f6249b596700259d1cdb,Patagonia Archive in Ventura,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,True,True,False,True,False,False,True,False,False,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,The fact that they are preserving the past to inspire the future ,1.3648871229395472
6536f632e41c7c001c8b5a15,Patagonia HQ's Café Sous Chef,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,True,True,False,True,False,True,False,False,False,False,False,True,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,True,The fact that her family and her did lots of outdoor activities and cooking ,1.4495026171684653
6536f63569b30d001dfb8863,Patagonia's Quality Control,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,That it’s repairable ,1.265903853352365
6536f635e41c7c001c8b5a1d,Patagonia Archive in Ventura,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,True,False,True,False,True,True,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,"I loved that Patagonia is sharing this initiative, the filing was great and it was cool to see all the old pieces. I’m excited that they’re preserving those pieces",0.9490289360337499
6536f638b82467002482f1e8,Patagonia Archive in Ventura,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,The entire video was memorable when they help people.,1.265903853352365
6536f63969b30d001dfb887c,Patagonia HQ's Café Sous Chef,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,True,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,How she interacted with local farmers to sample and use their produce,1.2567409663082731
6536f63e7e5d19001eacd6a9,Patagonia HQ's Café Sous Chef,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,Finding out that Patagonia has a campus and a full cafeteria ,1.265903853352365
6536f644337181001e907973,Patagonia's Philosopher Vincent Stanley,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,True,False,False,False,False,False,True,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,The information and the scenes ,1.4495026171684653
6536f6488557e30024b561b0,Patagonia Archive in Ventura,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,True,False,What they sell,0.7305455909063167
6536f652d29457001ed7840f,Patagonia's Philosopher Vincent Stanley,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,True,False,False,True,True,False,False,False,True,False,False,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,When he said you don’t have to lose your would to run a business ,0.9490289360337499
6536f6576d0db80023c6a9a7,Patagonia's Philosopher Vincent Stanley,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,Everyone having a good time ,1.265903853352365
6536f66069b30d001dfb8895,Patagonia's Philosopher Vincent Stanley,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,The pictures ,0.44823195872248095
6536f668f1ad4e001d28ff43,Patagonia Archive in Ventura,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,I love everything about it,0.7305455909063167
6536f66bb82467002482f1f0,Patagonia's Forge with Nelle Smith,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,The last screen that said Patagonia ,1.4495026171684653
6536f6739b596700259d1ce8,Patagonia HQ's Café Sous Chef,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,Feeding students & friends on campus.,2.609216264330297
